Geography,County,State,Median Income,ACS Home Value,Zillow Home Value,Zillow Bottom Tier Home Value,Zillow Top Tier Home Value
"Walton County, Florida",Walton County,Florida,75113,203100,362900,156900,867800
"Washington County, Florida",Washington County,Florida,51095,102700,105500,56200,196300
"Appling County, Georgia",Appling County,Georgia,52094,72100,,,
"Atkinson County, Georgia",Atkinson County,Georgia,50808,62500,,,
"Bacon County, Georgia",Bacon County,Georgia,50444,73200,,,
"Baker County, Georgia",Baker County,Georgia,52248,79500,,,
"Baldwin County, Georgia",Baldwin County,Georgia,52380,108800,141700,,281700
"Banks County, Georgia",Banks County,Georgia,49824,128900,174200,98200,273000
"Barrow County, Georgia",Barrow County,Georgia,66921,134300,175400,142300,243300
"Bartow County, Georgia",Bartow County,Georgia,66938,140500,169600,120900,265200
"Ben Hill County, Georgia",Ben Hill County,Georgia,42095,81200,,,
"Berrien County, Georgia",Berrien County,Georgia,45856,86700,107600,50100,183900
"Bibb County, Georgia",Bibb County,Georgia,59364,117300,97700,,181200
"Bleckley County, Georgia",Bleckley County,Georgia,55802,98800,,,
"Brantley County, Georgia",Brantley County,Georgia,47843,68200,,,
"Brooks County, Georgia",Brooks County,Georgia,51081,92400,,,
"Bryan County, Georgia",Bryan County,Georgia,82578,201700,235100,147800,360600
"Bulloch County, Georgia",Bulloch County,Georgia,56113,131200,152400,80200,252200
"Burke County, Georgia",Burke County,Georgia,52507,86500,81100,33500,177200
"Butts County, Georgia",Butts County,Georgia,59702,121500,125600,57900,
"Calhoun County, Georgia",Calhoun County,Georgia,42680,49000,,,
"Camden County, Georgia",Camden County,Georgia,70657,154500,168300,118100,262700
"Candler County, Georgia",Candler County,Georgia,47783,88600,,,
"Carroll County, Georgia",Carroll County,Georgia,62643,119600,147700,,243500
"Catoosa County, Georgia",Catoosa County,Georgia,66421,138800,148300,93500,234900
"Charlton County, Georgia",Charlton County,Georgia,55286,82200,,,
"Chatham County, Georgia",Chatham County,Georgia,72698,177900,167700,84300,327900
"Chattahoochee County, Georgia",Chattahoochee County,Georgia,63810,81700,,,
"Chattooga County, Georgia",Chattooga County,Georgia,47069,68500,81200,33500,159800
"Cherokee County, Georgia",Cherokee County,Georgia,93164,220200,255400,185900,391900
"Clarke County, Georgia",Clarke County,Georgia,53599,154600,174100,108600,290100
"Clay County, Georgia",Clay County,Georgia,35941,59900,,,
"Clayton County, Georgia",Clayton County,Georgia,54470,89400,115500,,164700
"Clinch County, Georgia",Clinch County,Georgia,41543,63100,,,
"Cobb County, Georgia",Cobb County,Georgia,96584,219700,256100,161300,427400
"Coffee County, Georgia",Coffee County,Georgia,52230,87600,82900,29400,171600
"Colquitt County, Georgia",Colquitt County,Georgia,49509,84500,93800,36900,198300
"Columbia County, Georgia",Columbia County,Georgia,92513,183800,194900,134200,310900
"Cook County, Georgia",Cook County,Georgia,46821,87800,,,
"Coweta County, Georgia",Coweta County,Georgia,84495,190700,210000,135400,324600
"Crawford County, Georgia",Crawford County,Georgia,55636,93300,,,
"Crisp County, Georgia",Crisp County,Georgia,53965,83900,,,
"Dade County, Georgia",Dade County,Georgia,59576,122500,138500,74500,230200
"Dawson County, Georgia",Dawson County,Georgia,85577,202300,253300,163900,509200
"Decatur County, Georgia",Decatur County,Georgia,50712,109800,,,
"DeKalb County, Georgia",DeKalb County,Georgia,82139,176000,,,
"Dodge County, Georgia",Dodge County,Georgia,47833,73400,,,
"Dooly County, Georgia",Dooly County,Georgia,44750,83200,,,
"Dougherty County, Georgia",Dougherty County,Georgia,50815,102100,89100,36200,175900
"Douglas County, Georgia",Douglas County,Georgia,71598,140100,166300,,263600
"Early County, Georgia",Early County,Georgia,44428,82700,,,
"Echols County, Georgia",Echols County,Georgia,49722,57000,,,
"Effingham County, Georgia",Effingham County,Georgia,75784,155500,189600,126500,287900
"Elbert County, Georgia",Elbert County,Georgia,50749,81800,91900,44400,180300
"Emanuel County, Georgia",Emanuel County,Georgia,46843,78500,,,
"Evans County, Georgia",Evans County,Georgia,55170,83600,,,
"Fannin County, Georgia",Fannin County,Georgia,57369,171500,202700,106100,337700
"Fayette County, Georgia",Fayette County,Georgia,108782,255300,284000,189100,430500
"Floyd County, Georgia",Floyd County,Georgia,62678,126600,126600,67800,228800
"Forsyth County, Georgia",Forsyth County,Georgia,117676,301100,338000,227400,498300
"Franklin County, Georgia",Franklin County,Georgia,51103,101600,133500,60800,
"Fulton County, Georgia",Fulton County,Georgia,100602,268900,283800,,588800
"Gilmer County, Georgia",Gilmer County,Georgia,59402,162400,199000,,322600
"Glascock County, Georgia",Glascock County,Georgia,52491,66600,,,
"Glynn County, Georgia",Glynn County,Georgia,70719,161200,192400,80100,457700
"Gordon County, Georgia",Gordon County,Georgia,57636,119500,135800,76300,222900
"Grady County, Georgia",Grady County,Georgia,55267,110500,,,
"Greene County, Georgia",Greene County,Georgia,78729,175800,336400,,765100
"Gwinnett County, Georgia",Gwinnett County,Georgia,83822,185200,229200,177700,338900
"Habersham County, Georgia",Habersham County,Georgia,56339,137200,147000,76800,262100
"Hall County, Georgia",Hall County,Georgia,75972,171900,193300,,367800
"Hancock County, Georgia",Hancock County,Georgia,44132,66100,,,
"Haralson County, Georgia",Haralson County,Georgia,60406,117000,123600,64200,223500
"Harris County, Georgia",Harris County,Georgia,87264,194800,225200,120200,341700
"Hart County, Georgia",Hart County,Georgia,54634,131200,158400,77300,363100
"Heard County, Georgia",Heard County,Georgia,53882,100500,,,
"Henry County, Georgia",Henry County,Georgia,77560,154900,179800,131100,265500
"Houston County, Georgia",Houston County,Georgia,70091,135800,130300,66400,219100
"Irwin County, Georgia",Irwin County,Georgia,48075,81200,,,
"Jackson County, Georgia",Jackson County,Georgia,72151,163200,199300,128600,319600
"Jasper County, Georgia",Jasper County,Georgia,52338,119700,144300,49700,302700
"Jeff Davis County, Georgia",Jeff Davis County,Georgia,50886,77900,,,
"Jefferson County, Georgia",Jefferson County,Georgia,43602,69200,,,
"Jenkins County, Georgia",Jenkins County,Georgia,38463,59100,,,
"Johnson County, Georgia",Johnson County,Georgia,48076,64200,,,
"Jones County, Georgia",Jones County,Georgia,68697,124800,141600,,221000
"Lamar County, Georgia",Lamar County,Georgia,53748,132400,123800,,213500
"Lanier County, Georgia",Lanier County,Georgia,44698,102000,,,
"Laurens County, Georgia",Laurens County,Georgia,53154,85000,109000,,215400
"Lee County, Georgia",Lee County,Georgia,79359,156800,,118400,264200
"Liberty County, Georgia",Liberty County,Georgia,54857,120500,,82300,206300
"Lincoln County, Georgia",Lincoln County,Georgia,55201,115600,,,
"Long County, Georgia",Long County,Georgia,58796,117500,170700,98600,
"Lowndes County, Georgia",Lowndes County,Georgia,56326,129700,130200,67600,218300
"Lumpkin County, Georgia",Lumpkin County,Georgia,61458,176300,206900,142400,341500
"McDuffie County, Georgia",McDuffie County,Georgia,52627,102500,106600,,192800
"McIntosh County, Georgia",McIntosh County,Georgia,58228,112700,,,
"Macon County, Georgia",Macon County,Georgia,41938,61300,,,
"Madison County, Georgia",Madison County,Georgia,60245,121600,140500,73800,204900
"Marion County, Georgia",Marion County,Georgia,50924,86300,,,
"Meriwether County, Georgia",Meriwether County,Georgia,49465,91300,92000,,199000
"Miller County, Georgia",Miller County,Georgia,50512,88500,,,
"Mitchell County, Georgia",Mitchell County,Georgia,44460,82500,,,
"Monroe County, Georgia",Monroe County,Georgia,79400,159900,182300,87400,320700
"Montgomery County, Georgia",Montgomery County,Georgia,54677,76500,,,
"Morgan County, Georgia",Morgan County,Georgia,76038,208200,228100,97700,402000
"Murray County, Georgia",Murray County,Georgia,52033,91700,120900,70800,196500
"Muscogee County, Georgia",Muscogee County,Georgia,62460,140200,101300,,199700
"Newton County, Georgia",Newton County,Georgia,67033,123300,153000,113500,227400
"Oconee County, Georgia",Oconee County,Georgia,106750,252000,,177500,475700
"Oglethorpe County, Georgia",Oglethorpe County,Georgia,54445,111800,156000,80900,252400
"Paulding County, Georgia",Paulding County,Georgia,76680,150400,,,
"Peach County, Georgia",Peach County,Georgia,57770,126000,137700,,218900
"Pickens County, Georgia",Pickens County,Georgia,76473,185700,187900,110700,340700
"Pierce County, Georgia",Pierce County,Georgia,61560,99000,123600,54100,214100
"Pike County, Georgia",Pike County,Georgia,72272,162000,181900,90100,
"Polk County, Georgia",Polk County,Georgia,59185,105600,94900,39300,182900
"Pulaski County, Georgia",Pulaski County,Georgia,51859,111100,,,
"Putnam County, Georgia",Putnam County,Georgia,66925,168700,211100,83700,454100
"Quitman County, Georgia",Quitman County,Georgia,38229,67400,,,
"Rabun County, Georgia",Rabun County,Georgia,62634,157800,183700,105100,388800
"Randolph County, Georgia",Randolph County,Georgia,45888,67300,,,
"Richmond County, Georgia",Richmond County,Georgia,54526,100200,,,
"Rockdale County, Georgia",Rockdale County,Georgia,67949,148600,163300,,259900
"Schley County, Georgia",Schley County,Georgia,51010,94800,,,
"Screven County, Georgia",Screven County,Georgia,50805,78900,,,
"Seminole County, Georgia",Seminole County,Georgia,51537,77200,,,
"Spalding County, Georgia",Spalding County,Georgia,56988,112400,115200,,191600
"Stephens County, Georgia",Stephens County,Georgia,56471,98500,109800,55200,208400
"Stewart County, Georgia",Stewart County,Georgia,38574,51800,,,
"Sumter County, Georgia",Sumter County,Georgia,48085,82600,81700,35700,174700
"Talbot County, Georgia",Talbot County,Georgia,49077,81200,,,
"Taliaferro County, Georgia",Taliaferro County,Georgia,42900,59100,,,
"Tattnall County, Georgia",Tattnall County,Georgia,52108,88100,,,
"Taylor County, Georgia",Taylor County,Georgia,43112,65800,,,
"Telfair County, Georgia",Telfair County,Georgia,39261,55600,,,
"Terrell County, Georgia",Terrell County,Georgia,45052,88600,,,
"Thomas County, Georgia",Thomas County,Georgia,60298,131400,122300,40600,230800
"Tift County, Georgia",Tift County,Georgia,53753,112200,136500,58000,236500
"Toombs County, Georgia",Toombs County,Georgia,54366,97500,,,
"Towns County, Georgia",Towns County,Georgia,53446,197900,208400,117500,369400
"Treutlen County, Georgia",Treutlen County,Georgia,50676,71000,,,
"Troup County, Georgia",Troup County,Georgia,58579,125000,114100,,212700
"Turner County, Georgia",Turner County,Georgia,52193,72700,,,
"Twiggs County, Georgia",Twiggs County,Georgia,44311,57000,,,
"Union County, Georgia",Union County,Georgia,61461,191800,196900,119200,320900
"Upson County, Georgia",Upson County,Georgia,47339,84900,72600,28000,166200
"Walker County, Georgia",Walker County,Georgia,57838,111100,109500,46500,200700
"Walton County, Georgia",Walton County,Georgia,71145,164700,195900,,322200
"Ware County, Georgia",Ware County,Georgia,49774,78500,80200,,156900
"Warren County, Georgia",Warren County,Georgia,46586,62300,,,
"Washington County, Georgia",Washington County,Georgia,51269,82400,,,
"Wayne County, Georgia",Wayne County,Georgia,52934,107300,124500,,205600
"Webster County, Georgia",Webster County,Georgia,52466,57200,,,
"Wheeler County, Georgia",Wheeler County,Georgia,37750,46800,,,
"White County, Georgia",White County,Georgia,58630,157900,179400,114200,284000
"Whitfield County, Georgia",Whitfield County,Georgia,62760,124300,124100,67400,214900
"Wilcox County, Georgia",Wilcox County,Georgia,48294,69800,,,
"Wilkes County, Georgia",Wilkes County,Georgia,51922,83400,,,
"Wilkinson County, Georgia",Wilkinson County,Georgia,50324,69100,,,
"Worth County, Georgia",Worth County,Georgia,52682,85600,,,
"Hawaii County, Hawaii",Hawaii County,Hawaii,73391,316000,349200,211300,601700
"Honolulu County, Hawaii",Honolulu County,Hawaii,101194,626400,684700,371400,1073600
"Kalawao County, Hawaii",Kalawao County,Hawaii,70187,,,,
"Kauai County, Hawaii",Kauai County,Hawaii,87766,520100,547800,358900,892700
"Maui County, Hawaii",Maui County,Hawaii,93964,569100,663200,401800,1053200
"Ada County, Idaho",Ada County,Idaho,80990,219900,298300,232400,450700
"Adams County, Idaho",Adams County,Idaho,54698,166500,270100,,
"Bannock County, Idaho",Bannock County,Idaho,63954,148300,174100,127300,274600
"Bear Lake County, Idaho",Bear Lake County,Idaho,62383,142100,,100200,286000
"Benewah County, Idaho",Benewah County,Idaho,55970,150800,204800,,314200
"Bingham County, Idaho",Bingham County,Idaho,61221,147400,196900,137400,295300
"Blaine County, Idaho",Blaine County,Idaho,78158,390300,453900,257700,1129800
"Boise County, Idaho",Boise County,Idaho,67515,185100,237500,,390000
"Bonner County, Idaho",Bonner County,Idaho,60549,222700,304200,194400,
"Bonneville County, Idaho",Bonneville County,Idaho,72870,161000,202300,145800,297700
"Boundary County, Idaho",Boundary County,Idaho,59934,181300,260700,,398400
"Butte County, Idaho",Butte County,Idaho,62481,110700,,,
"Camas County, Idaho",Camas County,Idaho,65314,173300,,,
"Canyon County, Idaho",Canyon County,Idaho,57151,144000,217900,172700,329300
"Caribou County, Idaho",Caribou County,Idaho,69245,130600,178900,,266800
"Cassia County, Idaho",Cassia County,Idaho,58592,136900,180400,116100,
"Clark County, Idaho",Clark County,Idaho,44846,98700,,,
"Clearwater County, Idaho",Clearwater County,Idaho,53691,134400,163300,,265300
"Custer County, Idaho",Custer County,Idaho,50078,173300,,,
"Elmore County, Idaho",Elmore County,Idaho,59160,145200,177100,113100,269900
"Franklin County, Idaho",Franklin County,Idaho,62067,168200,229300,181800,341100
"Fremont County, Idaho",Fremont County,Idaho,62891,157700,224600,149200,
"Gem County, Idaho",Gem County,Idaho,50841,148800,237400,161900,392700
"Gooding County, Idaho",Gooding County,Idaho,55077,134400,171900,119300,258400
"Idaho County, Idaho",Idaho County,Idaho,48526,164600,205400,125500,
"Jefferson County, Idaho",Jefferson County,Idaho,68899,166200,239500,153900,355200
"Jerome County, Idaho",Jerome County,Idaho,57113,144400,189700,124500,293000
"Kootenai County, Idaho",Kootenai County,Idaho,70898,212900,316400,241400,511700
"Latah County, Idaho",Latah County,Idaho,58955,207200,,,388700
"Lemhi County, Idaho",Lemhi County,Idaho,47208,173400,223800,129000,351900
"Lewis County, Idaho",Lewis County,Idaho,53174,120000,130000,103500,208600
"Lincoln County, Idaho",Lincoln County,Idaho,56554,127200,,100600,203000
"Madison County, Idaho",Madison County,Idaho,50334,190500,243700,176200,351300
"Minidoka County, Idaho",Minidoka County,Idaho,59528,121800,163000,116500,246300
"Nez Perce County, Idaho",Nez Perce County,Idaho,63667,172500,236200,174000,322200
"Oneida County, Idaho",Oneida County,Idaho,56698,151600,170400,110400,270800
"Owyhee County, Idaho",Owyhee County,Idaho,53693,125700,216600,128200,355000
"Payette County, Idaho",Payette County,Idaho,61988,138900,,,316600
"Power County, Idaho",Power County,Idaho,62854,132600,176000,120900,267400
"Shoshone County, Idaho",Shoshone County,Idaho,52440,117500,124500,89600,201600
"Teton County, Idaho",Teton County,Idaho,70923,291600,378700,287200,503800
